created_at,reviewer_name,review_text,rating_overall,like_count,restaurant_name,city,primary_cuisine,date,year_month,day_of_week,hour_of_day,restaurant_review_count,restaurant_overall_rating
2023-12-01 18:38:00,user_1068,Paneer curry was too salty. food spilled during delivery.,3,230,Urban Tadka,Chennai,biryani,2023-12-01,2023-12,4,18,6131,2.98
2023-04-07 11:39:00,user_1993,Food spilled during delivery. fries were soggy.,1,34,Wok & Roll,Chennai,curry,2023-04-07,2023-04,4,11,6201,3.01
2023-06-23 05:07:00,user_605,Paneer curry was too salty. oil was excessive.,1,155,Wok & Roll,Chennai,north indian,2023-06-23,2023-06,4,5,6201,3.01
2023-12-06 20:52:00,user_524,Delivery was late. spices were well balanced. gravy lacked flavor.,1,5,Masala Magic,Delhi,chinese,2023-12-06,2023-12,2,20,6192,2.96
2023-05-15 13:10:00,user_855,Delivery was late. food arrived cold. packaging was neat.,2,438,Urban Tadka,Mumbai,biryani,2023-05-15,2023-05,0,13,6131,2.98
2023-01-04 17:35:00,user_414,Dessert was fresh and tasty. spices were well balanced.,4,205,Wok & Roll,Chennai,curry,2023-01-04,2023-01,2,17,6201,3.01
2023-04-10 19:36:00,user_478,Naan was rubbery. food spilled during delivery. chicken biryani was perfectly cooked.,4,339,Pizza Junction,Mumbai,biryani,2023-04-10,2023-04,0,19,6182,2.99
2023-10-07 07:05:00,user_426,Taste was amazing. delivery was late.,3,268,Urban Tadka,Bangalore,street food,2023-10-07,2023-10,5,7,6131,2.98
2023-11-19 10:56:00,user_1708,Portion size was generous. spices were well balanced.,2,282,Pizza Junction,Bangalore,curry,2023-11-19,2023-11,6,10,6182,2.99
2023-09-14 03:38:00,user_1313,Naan was rubbery. portion size was generous. rice was undercooked.,3,89,Urban Tadka,Mumbai,street food,2023-09-14,2023-09,3,3,6131,2.98
2023-10-23 17:14:00,user_1823,Fries were soggy. spices were well balanced.,3,377,Wok & Roll,Chennai,curry,2023-10-23,2023-10,0,17,6201,3.01
2023-04-06 11:50:00,user_509,Rice was undercooked.,2,413,Masala Magic,Delhi,south indian,2023-04-06,2023-04,3,11,6192,2.96
2023-03-11 03:03:00,user_65,Paneer curry was too salty. food spilled during delivery.,2,88,Wok & Roll,Delhi,north indian,2023-03-11,2023-03,5,3,6201,3.01
2023-01-17 11:59:00,user_410,Packaging was neat.,3,491,Spice Villa,Kolkata,curry,2023-01-17,2023-01,1,11,6366,2.99
2023-10-12 16:54:00,user_239,Packaging was neat.,3,35,Wok & Roll,Chennai,chinese,2023-10-12,2023-10,3,16,6201,3.01
2023-11-09 23:53:00,user_969,Dessert was fresh and tasty. taste was amazing. paneer curry was too salty.,5,144,The Hungry Fork,Chennai,curry,2023-11-09,2023-11,3,23,6185,3.02
2023-08-21 09:47:00,user_987,Gravy lacked flavor. food spilled during delivery. dessert was fresh and tasty.,3,248,Wok & Roll,Pune,south indian,2023-08-21,2023-08,0,9,6201,3.01
2023-07-30 16:18:00,user_1851,Delivery was late.,2,59,Wok & Roll,Mumbai,chinese,2023-07-30,2023-07,6,16,6201,3.01
2023-08-27 15:10:00,user_627,Delivery was late. oil was excessive. packaging was neat.,2,334,Wok & Roll,Chennai,south indian,2023-08-27,2023-08,6,15,6201,3.01
2023-10-29 10:13:00,user_1886,Dessert was fresh and tasty.,2,359,Urban Tadka,Bangalore,biryani,2023-10-29,2023-10,6,10,6131,2.98
2023-09-21 10:19:00,user_1977,Portion size was generous. food arrived cold.,5,477,Masala Magic,Chennai,curry,2023-09-21,2023-09,3,10,6192,2.96
2023-07-18 07:28:00,user_1234,Dessert was fresh and tasty. food arrived cold. taste was amazing.,5,354,Spice Villa,Mumbai,pizza,2023-07-18,2023-07,1,7,6366,2.99
2023-01-18 14:04:00,user_1254,Oil was excessive. paneer curry was too salty. taste was amazing.,3,313,Pizza Junction,Pune,south indian,2023-01-18,2023-01,2,14,6182,2.99
2023-03-11 04:06:00,user_1480,Fries were soggy. packaging was neat. taste was amazing.,2,375,Urban Tadka,Mumbai,south indian,2023-03-11,2023-03,5,4,6131,2.98
2023-11-13 10:02:00,user_1752,Food arrived cold. spices were well balanced. packaging was neat.,1,229,Pizza Junction,Chennai,biryani,2023-11-13,2023-11,0,10,6182,2.99
2023-02-12 21:29:00,user_887,Oil was excessive. paneer curry was too salty.,2,250,Biryani Blues,Kolkata,street food,2023-02-12,2023-02,6,21,6349,3.0
2023-01-09 19:41:00,user_1184,Fries were soggy. food arrived cold.,1,34,Urban Tadka,Pune,pizza,2023-01-09,2023-01,0,19,6131,2.98
2023-06-24 19:12:00,user_1204,Food arrived cold.,3,148,The Hungry Fork,Kolkata,south indian,2023-06-24,2023-06,5,19,6185,3.02
2023-08-28 04:19:00,user_1161,Dessert was fresh and tasty. oil was excessive. taste was amazing.,1,215,Spice Villa,Bangalore,biryani,2023-08-28,2023-08,0,4,6366,2.99
2023-08-01 10:49:00,user_983,Gravy lacked flavor. portion size was generous.,2,181,Wok & Roll,Pune,biryani,2023-08-01,2023-08,1,10,6201,3.01
2023-05-13 04:03:00,user_699,Portion size was generous.,1,53,The Hungry Fork,Pune,north indian,2023-05-13,2023-05,5,4,6185,3.02
2023-07-25 05:56:00,user_1490,Paneer curry was too salty. gravy lacked flavor.,4,494,Urban Tadka,Pune,street food,2023-07-25,2023-07,1,5,6131,2.98
2023-07-08 11:32:00,user_907,Spices were well balanced. food arrived cold.,3,139,Masala Magic,Mumbai,chinese,2023-07-08,2023-07,5,11,6192,2.96
2023-08-09 09:26:00,user_1876,Dessert was fresh and tasty.,2,357,Urban Tadka,Kolkata,street food,2023-08-09,2023-08,2,9,6131,2.98
2023-10-18 00:07:00,user_50,Gravy lacked flavor. chicken biryani was perfectly cooked.,5,483,Masala Magic,Mumbai,south indian,2023-10-18,2023-10,2,0,6192,2.96
2023-07-20 18:23:00,user_247,Chicken biryani was perfectly cooked.,1,36,Curry Nation,Kolkata,biryani,2023-07-20,2023-07,3,18,6394,2.99
2023-08-26 23:16:00,user_736,Dessert was fresh and tasty.,2,257,Wok & Roll,Kolkata,biryani,2023-08-26,2023-08,5,23,6201,3.01
2023-11-15 02:28:00,user_9,Chicken biryani was perfectly cooked.,5,405,Biryani Blues,Chennai,biryani,2023-11-15,2023-11,2,2,6349,3.0
2023-11-15 21:51:00,user_1360,Naan was rubbery.,2,146,Curry Nation,Bangalore,south indian,2023-11-15,2023-11,2,21,6394,2.99
2023-06-03 08:12:00,user_1983,Fries were soggy. taste was amazing. delivery was late.,2,423,Curry Nation,Delhi,north indian,2023-06-03,2023-06,5,8,6394,2.99
2023-07-06 11:12:00,user_1630,Packaging was neat. oil was excessive.,5,31,Wok & Roll,Bangalore,south indian,2023-07-06,2023-07,3,11,6201,3.01
2023-08-06 07:23:00,user_1884,Chicken biryani was perfectly cooked. paneer curry was too salty.,1,280,Wok & Roll,Pune,chinese,2023-08-06,2023-08,6,7,6201,3.01
2023-04-05 04:01:00,user_1199,Oil was excessive. food spilled during delivery. chicken biryani was perfectly cooked.,5,355,Pizza Junction,Chennai,pizza,2023-04-05,2023-04,2,4,6182,2.99
2023-01-02 22:44:00,user_574,Packaging was neat. dessert was fresh and tasty.,1,27,The Hungry Fork,Pune,street food,2023-01-02,2023-01,0,22,6185,3.02
2023-04-26 17:20:00,user_676,Food arrived cold. dessert was fresh and tasty. naan was rubbery.,2,363,Spice Villa,Delhi,south indian,2023-04-26,2023-04,2,17,6366,2.99
2023-01-22 19:37:00,user_939,Food spilled during delivery.,1,296,Spice Villa,Delhi,street food,2023-01-22,2023-01,6,19,6366,2.99
2023-09-13 06:45:00,user_1837,Food arrived cold. gravy lacked flavor.,3,6,The Hungry Fork,Bangalore,pizza,2023-09-13,2023-09,2,6,6185,3.02
2023-08-02 21:00:00,user_196,Packaging was neat. paneer curry was too salty. naan was rubbery.,1,443,Biryani Blues,Bangalore,street food,2023-08-02,2023-08,2,21,6349,3.0
2023-10-07 18:00:00,user_1511,Packaging was neat.,5,474,Curry Nation,Kolkata,biryani,2023-10-07,2023-10,5,18,6394,2.99
2023-01-02 13:42:00,user_122,Taste was amazing. rice was undercooked.,4,378,Spice Villa,Hyderabad,south indian,2023-01-02,2023-01,0,13,6366,2.99
2023-05-28 22:59:00,user_875,Fries were soggy. packaging was neat. paneer curry was too salty.,2,66,Pizza Junction,Bangalore,pizza,2023-05-28,2023-05,6,22,6182,2.99
2023-09-06 22:15:00,user_1262,Rice was undercooked.,5,102,Spice Villa,Pune,biryani,2023-09-06,2023-09,2,22,6366,2.99
2023-05-22 08:43:00,user_1805,Food arrived cold. food spilled during delivery. paneer curry was too salty.,2,446,Curry Nation,Mumbai,south indian,2023-05-22,2023-05,0,8,6394,2.99
2023-03-09 19:26:00,user_903,Naan was rubbery. packaging was neat.,3,77,Urban Tadka,Bangalore,south indian,2023-03-09,2023-03,3,19,6131,2.98
2023-05-24 15:32:00,user_441,Oil was excessive. spices were well balanced. naan was rubbery.,1,171,The Hungry Fork,Kolkata,street food,2023-05-24,2023-05,2,15,6185,3.02
2023-05-26 02:43:00,user_1429,Naan was rubbery. oil was excessive. paneer curry was too salty.,5,96,The Hungry Fork,Bangalore,chinese,2023-05-26,2023-05,4,2,6185,3.02
2023-02-09 04:00:00,user_1758,Rice was undercooked. oil was excessive.,3,281,Wok & Roll,Pune,pizza,2023-02-09,2023-02,3,4,6201,3.01
2023-01-05 13:12:00,user_610,Taste was amazing. rice was undercooked. chicken biryani was perfectly cooked.,2,359,The Hungry Fork,Delhi,south indian,2023-01-05,2023-01,3,13,6185,3.02
2023-02-11 18:41:00,user_790,Packaging was neat. food spilled during delivery.,5,98,Curry Nation,Bangalore,south indian,2023-02-11,2023-02,5,18,6394,2.99
2023-08-26 19:26:00,user_119,Packaging was neat. dessert was fresh and tasty.,5,27,The Hungry Fork,Chennai,street food,2023-08-26,2023-08,5,19,6185,3.02
2023-08-05 23:48:00,user_717,Packaging was neat. paneer curry was too salty. chicken biryani was perfectly cooked.,2,12,Pizza Junction,Kolkata,curry,2023-08-05,2023-08,5,23,6182,2.99
2023-08-22 04:27:00,user_1740,Rice was undercooked.,4,155,Urban Tadka,Mumbai,curry,2023-08-22,2023-08,1,4,6131,2.98
2023-07-26 05:15:00,user_1188,Naan was rubbery. fries were soggy.,4,193,Curry Nation,Kolkata,street food,2023-07-26,2023-07,2,5,6394,2.99
2023-08-28 10:21:00,user_1748,Chicken biryani was perfectly cooked.,4,282,Masala Magic,Delhi,north indian,2023-08-28,2023-08,0,10,6192,2.96
2023-10-01 02:02:00,user_1625,Spices were well balanced. packaging was neat. food spilled during delivery.,4,49,Urban Tadka,Chennai,biryani,2023-10-01,2023-10,6,2,6131,2.98
2023-10-31 14:27:00,user_1668,Chicken biryani was perfectly cooked. rice was undercooked.,3,106,Spice Villa,Pune,curry,2023-10-31,2023-10,1,14,6366,2.99
2023-03-01 08:10:00,user_509,Food spilled during delivery. delivery was late.,5,232,Urban Tadka,Kolkata,curry,2023-03-01,2023-03,2,8,6131,2.98
2023-05-07 04:22:00,user_981,Gravy lacked flavor.,1,189,Curry Nation,Bangalore,chinese,2023-05-07,2023-05,6,4,6394,2.99
2023-01-29 08:12:00,user_1099,Naan was rubbery. oil was excessive. food spilled during delivery.,5,84,The Hungry Fork,Kolkata,pizza,2023-01-29,2023-01,6,8,6185,3.02
2023-07-18 13:04:00,user_867,Packaging was neat. food arrived cold.,4,489,Curry Nation,Delhi,north indian,2023-07-18,2023-07,1,13,6394,2.99
2023-01-19 06:05:00,user_1045,Dessert was fresh and tasty.,3,289,Curry Nation,Mumbai,chinese,2023-01-19,2023-01,3,6,6394,2.99
2023-01-09 16:13:00,user_22,Spices were well balanced. taste was amazing. naan was rubbery.,2,442,Pizza Junction,Hyderabad,south indian,2023-01-09,2023-01,0,16,6182,2.99
2023-05-11 12:21:00,user_795,Dessert was fresh and tasty. fries were soggy. packaging was neat.,5,84,Pizza Junction,Delhi,street food,2023-05-11,2023-05,3,12,6182,2.99
2023-08-23 06:07:00,user_531,Dessert was fresh and tasty.,2,318,Biryani Blues,Delhi,biryani,2023-08-23,2023-08,2,6,6349,3.0
2023-06-10 18:59:00,user_569,Naan was rubbery. paneer curry was too salty. spices were well balanced.,1,86,The Hungry Fork,Kolkata,street food,2023-06-10,2023-06,5,18,6185,3.02
2023-06-14 19:06:00,user_337,Rice was undercooked. food spilled during delivery.,1,413,Pizza Junction,Pune,pizza,2023-06-14,2023-06,2,19,6182,2.99
2023-06-06 07:11:00,user_1176,Taste was amazing. packaging was neat.,2,331,Spice Villa,Hyderabad,street food,2023-06-06,2023-06,1,7,6366,2.99
2023-03-09 20:59:00,user_360,Packaging was neat. food spilled during delivery.,4,113,Pizza Junction,Mumbai,curry,2023-03-09,2023-03,3,20,6182,2.99
2023-05-30 03:51:00,user_1576,Spices were well balanced. food spilled during delivery. delivery was late.,3,25,Urban Tadka,Hyderabad,biryani,2023-05-30,2023-05,1,3,6131,2.98
2023-09-27 20:42:00,user_1956,Portion size was generous. dessert was fresh and tasty.,2,466,Spice Villa,Chennai,south indian,2023-09-27,2023-09,2,20,6366,2.99
2023-06-11 13:43:00,user_1256,Fries were soggy.,3,212,Masala Magic,Bangalore,biryani,2023-06-11,2023-06,6,13,6192,2.96
2023-08-08 17:30:00,user_1355,Gravy lacked flavor. taste was amazing.,1,337,Masala Magic,Pune,biryani,2023-08-08,2023-08,1,17,6192,2.96
2023-06-13 23:53:00,user_927,Chicken biryani was perfectly cooked. rice was undercooked. fries were soggy.,2,291,Curry Nation,Mumbai,north indian,2023-06-13,2023-06,1,23,6394,2.99
2023-03-11 07:13:00,user_294,Paneer curry was too salty. rice was undercooked. chicken biryani was perfectly cooked.,1,388,The Hungry Fork,Bangalore,north indian,2023-03-11,2023-03,5,7,6185,3.02
2023-06-28 04:34:00,user_1992,Oil was excessive.,3,24,Curry Nation,Kolkata,curry,2023-06-28,2023-06,2,4,6394,2.99
2023-10-14 04:05:00,user_116,Portion size was generous.,3,406,Spice Villa,Chennai,pizza,2023-10-14,2023-10,5,4,6366,2.99
2023-05-22 14:38:00,user_1609,Spices were well balanced. food spilled during delivery. oil was excessive.,1,382,Spice Villa,Hyderabad,north indian,2023-05-22,2023-05,0,14,6366,2.99
2023-12-02 18:11:00,user_1981,Food spilled during delivery. food arrived cold. dessert was fresh and tasty.,5,50,The Hungry Fork,Kolkata,north indian,2023-12-02,2023-12,5,18,6185,3.02
2023-11-19 07:59:00,user_796,Paneer curry was too salty.,3,289,Pizza Junction,Hyderabad,street food,2023-11-19,2023-11,6,7,6182,2.99
2023-08-21 01:53:00,user_210,Spices were well balanced. naan was rubbery. paneer curry was too salty.,2,467,The Hungry Fork,Kolkata,chinese,2023-08-21,2023-08,0,1,6185,3.02
2023-01-27 20:48:00,user_485,Packaging was neat. rice was undercooked.,1,358,The Hungry Fork,Kolkata,north indian,2023-01-27,2023-01,4,20,6185,3.02
2023-05-08 11:24:00,user_1685,Delivery was late.,2,78,Masala Magic,Chennai,biryani,2023-05-08,2023-05,0,11,6192,2.96
2023-10-29 06:07:00,user_1414,Delivery was late.,3,123,Wok & Roll,Bangalore,biryani,2023-10-29,2023-10,6,6,6201,3.01
2023-01-14 11:42:00,user_284,Rice was undercooked. gravy lacked flavor.,4,399,The Hungry Fork,Kolkata,chinese,2023-01-14,2023-01,5,11,6185,3.02
2023-11-07 00:36:00,user_1316,Paneer curry was too salty. food arrived cold. gravy lacked flavor.,4,357,Pizza Junction,Kolkata,curry,2023-11-07,2023-11,1,0,6182,2.99
2023-12-08 11:00:00,user_1615,Paneer curry was too salty. food spilled during delivery. spices were well balanced.,2,411,The Hungry Fork,Chennai,street food,2023-12-08,2023-12,4,11,6185,3.02
2023-09-06 22:11:00,user_234,Paneer curry was too salty. delivery was late. taste was amazing.,4,472,The Hungry Fork,Hyderabad,south indian,2023-09-06,2023-09,2,22,6185,3.02
2023-11-20 05:33:00,user_545,Food arrived cold. oil was excessive.,1,130,Urban Tadka,Kolkata,south indian,2023-11-20,2023-11,0,5,6131,2.98
2023-02-04 21:03:00,user_1301,Food arrived cold. fries were soggy.,2,56,The Hungry Fork,Bangalore,pizza,2023-02-04,2023-02,5,21,6185,3.02
2023-06-24 00:51:00,user_1505,Portion size was generous. rice was undercooked. dessert was fresh and tasty.,2,444,Masala Magic,Chennai,south indian,2023-06-24,2023-06,5,0,6192,2.96
2023-11-23 19:25:00,user_1975,Delivery was late. spices were well balanced.,1,155,Spice Villa,Delhi,street food,2023-11-23,2023-11,3,19,6366,2.99
2023-07-29 12:20:00,user_764,Spices were well balanced. chicken biryani was perfectly cooked.,1,165,Pizza Junction,Kolkata,south indian,2023-07-29,2023-07,5,12,6182,2.99
2023-11-11 22:44:00,user_891,Naan was rubbery. spices were well balanced. rice was undercooked.,1,495,Curry Nation,Hyderabad,north indian,2023-11-11,2023-11,5,22,6394,2.99
2023-02-08 01:14:00,user_1265,Chicken biryani was perfectly cooked.,2,219,Curry Nation,Hyderabad,biryani,2023-02-08,2023-02,2,1,6394,2.99
2023-01-06 12:54:00,user_43,Packaging was neat. spices were well balanced.,1,336,Masala Magic,Mumbai,pizza,2023-01-06,2023-01,4,12,6192,2.96
2023-09-14 03:04:00,user_800,Portion size was generous. spices were well balanced.,2,385,Biryani Blues,Pune,street food,2023-09-14,2023-09,3,3,6349,3.0
2023-06-12 15:16:00,user_655,Taste was amazing.,3,293,Wok & Roll,Pune,street food,2023-06-12,2023-06,0,15,6201,3.01
2023-03-03 22:24:00,user_1717,Gravy lacked flavor. spices were well balanced.,1,307,Biryani Blues,Bangalore,biryani,2023-03-03,2023-03,4,22,6349,3.0
2023-02-20 14:22:00,user_894,Food spilled during delivery. gravy lacked flavor.,4,189,Urban Tadka,Chennai,chinese,2023-02-20,2023-02,0,14,6131,2.98
2023-01-09 17:26:00,user_1935,Food spilled during delivery. rice was undercooked.,4,364,Biryani Blues,Delhi,chinese,2023-01-09,2023-01,0,17,6349,3.0
2023-02-08 16:49:00,user_283,Chicken biryani was perfectly cooked. fries were soggy.,3,339,Biryani Blues,Kolkata,chinese,2023-02-08,2023-02,2,16,6349,3.0
2023-09-20 19:53:00,user_1317,Delivery was late.,2,149,Pizza Junction,Bangalore,north indian,2023-09-20,2023-09,2,19,6182,2.99
2023-11-04 17:00:00,user_544,Spices were well balanced. taste was amazing. rice was undercooked.,4,66,Pizza Junction,Pune,street food,2023-11-04,2023-11,5,17,6182,2.99
2023-07-19 02:33:00,user_936,Dessert was fresh and tasty.,2,160,Curry Nation,Delhi,north indian,2023-07-19,2023-07,2,2,6394,2.99
2023-05-21 20:30:00,user_1732,Paneer curry was too salty. rice was undercooked. naan was rubbery.,3,460,Pizza Junction,Mumbai,curry,2023-05-21,2023-05,6,20,6182,2.99
2023-10-23 11:16:00,user_1014,Dessert was fresh and tasty. gravy lacked flavor.,2,80,Pizza Junction,Mumbai,curry,2023-10-23,2023-10,0,11,6182,2.99
2023-02-09 00:01:00,user_1131,Paneer curry was too salty.,1,64,Masala Magic,Kolkata,street food,2023-02-09,2023-02,3,0,6192,2.96
2023-04-05 17:44:00,user_1371,Chicken biryani was perfectly cooked. rice was undercooked.,1,144,Pizza Junction,Chennai,south indian,2023-04-05,2023-04,2,17,6182,2.99
2023-09-11 03:12:00,user_1496,Packaging was neat. naan was rubbery.,1,99,Spice Villa,Bangalore,south indian,2023-09-11,2023-09,0,3,6366,2.99
2023-02-25 00:48:00,user_1503,Dessert was fresh and tasty.,3,416,The Hungry Fork,Mumbai,south indian,2023-02-25,2023-02,5,0,6185,3.02
2023-09-14 14:42:00,user_1039,Rice was undercooked.,2,232,Biryani Blues,Hyderabad,street food,2023-09-14,2023-09,3,14,6349,3.0
2023-10-30 09:37:00,user_1130,Food arrived cold.,1,363,Spice Villa,Hyderabad,south indian,2023-10-30,2023-10,0,9,6366,2.99
2023-04-07 09:56:00,user_1084,Food spilled during delivery. fries were soggy. naan was rubbery.,1,231,Pizza Junction,Kolkata,curry,2023-04-07,2023-04,4,9,6182,2.99
2023-08-31 09:17:00,user_1672,Naan was rubbery. gravy lacked flavor.,3,76,Masala Magic,Kolkata,curry,2023-08-31,2023-08,3,9,6192,2.96
2023-01-14 01:22:00,user_698,Paneer curry was too salty.,2,400,Spice Villa,Bangalore,north indian,2023-01-14,2023-01,5,1,6366,2.99
2023-04-25 13:36:00,user_641,Food spilled during delivery. chicken biryani was perfectly cooked.,1,343,Biryani Blues,Kolkata,chinese,2023-04-25,2023-04,1,13,6349,3.0
2023-05-28 03:13:00,user_996,Naan was rubbery. food arrived cold.,2,42,Pizza Junction,Mumbai,curry,2023-05-28,2023-05,6,3,6182,2.99
2023-11-24 13:43:00,user_122,Delivery was late. food arrived cold. packaging was neat.,4,259,Urban Tadka,Hyderabad,street food,2023-11-24,2023-11,4,13,6131,2.98
2023-06-18 03:11:00,user_473,Spices were well balanced.,1,31,Pizza Junction,Mumbai,chinese,2023-06-18,2023-06,6,3,6182,2.99
2023-06-05 02:35:00,user_1062,Packaging was neat. oil was excessive.,2,140,Curry Nation,Hyderabad,south indian,2023-06-05,2023-06,0,2,6394,2.99
2023-06-08 15:42:00,user_1348,Gravy lacked flavor. oil was excessive.,4,323,Curry Nation,Pune,chinese,2023-06-08,2023-06,3,15,6394,2.99
2023-12-01 11:43:00,user_1832,Dessert was fresh and tasty. paneer curry was too salty.,3,250,Spice Villa,Hyderabad,south indian,2023-12-01,2023-12,4,11,6366,2.99
2023-07-16 06:56:00,user_247,Packaging was neat. naan was rubbery. oil was excessive.,3,432,Pizza Junction,Mumbai,street food,2023-07-16,2023-07,6,6,6182,2.99
2023-06-20 00:48:00,user_13,Paneer curry was too salty. chicken biryani was perfectly cooked.,4,12,Urban Tadka,Bangalore,biryani,2023-06-20,2023-06,1,0,6131,2.98
2023-01-29 13:47:00,user_706,Delivery was late. food arrived cold.,1,5,Biryani Blues,Chennai,curry,2023-01-29,2023-01,6,13,6349,3.0
2023-03-06 02:23:00,user_1803,Taste was amazing. naan was rubbery. gravy lacked flavor.,1,400,Pizza Junction,Bangalore,south indian,2023-03-06,2023-03,0,2,6182,2.99
2023-08-19 18:44:00,user_1516,Delivery was late. food arrived cold. chicken biryani was perfectly cooked.,3,228,Pizza Junction,Delhi,street food,2023-08-19,2023-08,5,18,6182,2.99
2023-02-07 05:32:00,user_929,Rice was undercooked. chicken biryani was perfectly cooked.,1,492,Pizza Junction,Bangalore,chinese,2023-02-07,2023-02,1,5,6182,2.99
2023-11-24 12:02:00,user_1659,Packaging was neat. paneer curry was too salty. oil was excessive.,3,81,Masala Magic,Hyderabad,north indian,2023-11-24,2023-11,4,12,6192,2.96
2023-09-03 22:43:00,user_57,Rice was undercooked. dessert was fresh and tasty.,1,134,Wok & Roll,Chennai,chinese,2023-09-03,2023-09,6,22,6201,3.01
2023-08-14 22:14:00,user_1030,Oil was excessive. fries were soggy.,1,190,Biryani Blues,Delhi,curry,2023-08-14,2023-08,0,22,6349,3.0
2023-05-09 07:03:00,user_1107,Taste was amazing. naan was rubbery.,2,250,Curry Nation,Pune,curry,2023-05-09,2023-05,1,7,6394,2.99
2023-10-21 05:48:00,user_475,Gravy lacked flavor. fries were soggy.,2,151,Biryani Blues,Kolkata,pizza,2023-10-21,2023-10,5,5,6349,3.0
2023-08-14 00:24:00,user_1629,Spices were well balanced.,4,491,Pizza Junction,Bangalore,curry,2023-08-14,2023-08,0,0,6182,2.99
2023-06-06 17:39:00,user_738,Chicken biryani was perfectly cooked.,5,16,Curry Nation,Chennai,pizza,2023-06-06,2023-06,1,17,6394,2.99
2023-08-04 20:03:00,user_1898,Taste was amazing. fries were soggy. dessert was fresh and tasty.,1,131,Wok & Roll,Bangalore,biryani,2023-08-04,2023-08,4,20,6201,3.01
2023-12-01 01:11:00,user_1203,Packaging was neat. dessert was fresh and tasty. fries were soggy.,1,2,The Hungry Fork,Delhi,street food,2023-12-01,2023-12,4,1,6185,3.02
2023-09-27 12:53:00,user_822,Delivery was late. oil was excessive. naan was rubbery.,3,290,Spice Villa,Hyderabad,south indian,2023-09-27,2023-09,2,12,6366,2.99
2023-10-01 16:20:00,user_1871,Fries were soggy. spices were well balanced. packaging was neat.,3,235,Spice Villa,Delhi,north indian,2023-10-01,2023-10,6,16,6366,2.99
2023-09-01 11:30:00,user_648,Paneer curry was too salty. spices were well balanced. chicken biryani was perfectly cooked.,4,286,Wok & Roll,Kolkata,pizza,2023-09-01,2023-09,4,11,6201,3.01
2023-08-22 05:07:00,user_116,Chicken biryani was perfectly cooked. food arrived cold. oil was excessive.,5,95,Biryani Blues,Kolkata,curry,2023-08-22,2023-08,1,5,6349,3.0
2023-06-28 04:42:00,user_905,Paneer curry was too salty.,2,195,Wok & Roll,Kolkata,biryani,2023-06-28,2023-06,2,4,6201,3.01
2023-02-18 06:54:00,user_1735,Oil was excessive. dessert was fresh and tasty. fries were soggy.,4,317,Spice Villa,Kolkata,curry,2023-02-18,2023-02,5,6,6366,2.99
2023-06-20 08:51:00,user_1874,Food arrived cold. dessert was fresh and tasty.,3,130,Spice Villa,Hyderabad,curry,2023-06-20,2023-06,1,8,6366,2.99
2023-05-09 18:54:00,user_726,Oil was excessive. packaging was neat.,2,373,Masala Magic,Bangalore,curry,2023-05-09,2023-05,1,18,6192,2.96
2023-05-01 02:49:00,user_1455,Gravy lacked flavor. dessert was fresh and tasty. portion size was generous.,4,11,Masala Magic,Mumbai,north indian,2023-05-01,2023-05,0,2,6192,2.96
2023-11-22 09:22:00,user_1248,Portion size was generous.,1,190,Pizza Junction,Bangalore,chinese,2023-11-22,2023-11,2,9,6182,2.99
2023-08-29 02:18:00,user_888,Chicken biryani was perfectly cooked.,3,403,Spice Villa,Pune,chinese,2023-08-29,2023-08,1,2,6366,2.99
2023-01-21 22:23:00,user_1267,Paneer curry was too salty.,1,271,Masala Magic,Delhi,street food,2023-01-21,2023-01,5,22,6192,2.96
2023-06-04 21:40:00,user_854,Fries were soggy.,5,238,Biryani Blues,Mumbai,curry,2023-06-04,2023-06,6,21,6349,3.0
2023-09-13 02:27:00,user_1163,Packaging was neat. delivery was late. food arrived cold.,1,168,Biryani Blues,Pune,north indian,2023-09-13,2023-09,2,2,6349,3.0
2023-09-14 02:29:00,user_1919,Dessert was fresh and tasty. spices were well balanced. oil was excessive.,5,29,Pizza Junction,Pune,street food,2023-09-14,2023-09,3,2,6182,2.99
2023-07-21 00:27:00,user_466,Food arrived cold. rice was undercooked. delivery was late.,3,0,The Hungry Fork,Bangalore,chinese,2023-07-21,2023-07,4,0,6185,3.02
2023-09-29 17:08:00,user_134,Taste was amazing.,4,297,Urban Tadka,Bangalore,south indian,2023-09-29,2023-09,4,17,6131,2.98
2023-03-01 14:23:00,user_1084,Dessert was fresh and tasty. oil was excessive.,4,173,Spice Villa,Delhi,pizza,2023-03-01,2023-03,2,14,6366,2.99
2023-09-13 23:29:00,user_1625,Naan was rubbery.,1,132,Spice Villa,Pune,south indian,2023-09-13,2023-09,2,23,6366,2.99
2023-09-06 07:27:00,user_177,Gravy lacked flavor. paneer curry was too salty. dessert was fresh and tasty.,1,250,Curry Nation,Hyderabad,biryani,2023-09-06,2023-09,2,7,6394,2.99
2023-02-07 19:57:00,user_20,Gravy lacked flavor. spices were well balanced.,2,355,Pizza Junction,Delhi,north indian,2023-02-07,2023-02,1,19,6182,2.99
2023-03-29 13:36:00,user_1422,Paneer curry was too salty. taste was amazing.,1,208,Pizza Junction,Hyderabad,south indian,2023-03-29,2023-03,2,13,6182,2.99
2023-04-14 04:36:00,user_1486,Food spilled during delivery. oil was excessive.,2,385,Wok & Roll,Mumbai,street food,2023-04-14,2023-04,4,4,6201,3.01
